channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7,channel 8,Class
34,28,25,61,29,23,23,23,
33,29,25,49,27,24,23,23,
31,28,25,58,29,24,23,25,
30,27,25,59,27,23,23,25,
28,27,25,51,27,20,24,24,
25,27,23,45,23,24,25,23,
24,26,25,46,25,22,25,24,
26,29,28,27,25,24,26,22,
27,30,30,27,26,23,25,22,
25,28,28,35,24,23,26,22,
26,28,27,39,27,23,25,22,
24,28,28,41,26,21,24,23,
24,27,27,40,26,23,26,22,
23,25,26,40,26,23,25,23,
23,27,26,42,28,24,25,22,
24,26,24,65,29,28,25,23,
24,25,25,65,36,27,24,23,
23,28,25,67,38,28,25,22,
23,28,27,65,37,28,22,21,
24,28,27,44,37,26,22,22,
24,28,27,38,36,26,22,20,
24,29,28,38,30,26,22,22,
24,26,28,37,28,24,20,24,
25,24,27,30,29,24,21,24,
23,22,28,28,29,25,21,24,
24,23,29,27,27,25,23,26,
23,23,26,27,28,27,22,25,
23,24,26,27,28,28,22,23,
24,24,25,25,28,29,21,24,
24,25,25,25,30,25,18,22,
26,24,25,26,27,22,23,21,
25,24,26,22,28,22,24,22,
25,25,26,24,28,20,26,21,
26,28,25,25,28,23,25,22,
26,27,24,22,26,24,25,22,
26,27,24,25,26,25,22,21,
26,27,24,29,33,28,23,22,
26,28,25,30,48,35,23,23,
25,27,25,30,97,38,25,23,
27,31,35,70,361,77,78,43,
37,40,52,175,658,157,136,93,
42,45,59,190,768,166,142,115,
50,56,66,242,844,180,197,183,
65,68,80,256,972,208,240,259,
234,81,100,326,1114,249,332,352,
305,96,135,413,1041,294,330,383,
384,115,162,538,1100,330,426,407,
389,120,171,596,1146,416,444,408,
395,123,179,636,1200,476,477,495,
332,130,194,684,1273,611,454,509,
276,127,180,729,1307,678,470,489,
181,181,268,825,1158,877,736,627,
202,207,303,906,1179,865,765,624,
210,210,308,921,1149,832,698,662,
214,203,295,942,1175,677,711,686,
228,221,321,1015,1175,776,667,657,
226,195,289,963,1164,792,646,526,
226,225,337,1001,1160,912,793,536,
216,243,368,977,1129,921,732,512,
219,253,380,965,1147,874,819,579,
244,261,392,942,1119,931,853,602,
248,253,362,880,1115,875,828,643,
272,248,347,903,1065,901,724,631,
330,238,311,894,1153,935,708,596,
374,300,384,910,1270,1035,673,543,
356,315,395,905,1222,1018,638,524,
346,310,393,876,1216,1033,654,489,
359,318,405,828,1233,1065,648,498,
397,343,440,863,1204,1058,629,517,
332,248,332,751,1153,874,630,569,
216,195,286,842,1112,835,773,567,
214,201,297,879,1054,838,768,565,
215,209,305,907,1043,851,750,593,
228,228,330,945,1036,891,776,587,
199,223,317,894,1124,950,733,563,
191,212,288,725,1241,898,616,576,
190,239,344,869,1294,890,612,583,
173,209,278,568,1336,739,602,500,
189,225,307,677,1290,774,703,532,
155,179,257,728,1263,632,682,508,
182,178,251,772,1119,687,701,508,
187,172,244,779,1052,681,705,552,
191,171,240,867,1082,685,642,519,
178,156,214,787,1084,678,501,465,
200,188,263,838,1103,761,539,464,
170,188,272,817,1189,686,581,436,
197,188,266,788,1240,702,571,392,
196,185,258,701,1252,690,624,433,
180,196,250,667,1380,650,603,434,
186,202,255,629,1364,651,548,480,
171,215,280,644,1375,613,594,484,
178,248,347,774,1404,723,612,551,
185,227,333,820,1319,633,666,529,
193,220,325,819,1322,610,691,517,
208,243,364,919,1287,657,686,518,
233,234,335,836,1194,664,743,500,
238,237,339,820,1277,661,680,489,
253,254,366,906,1314,732,751,502,
240,257,380,936,1286,821,746,520,
217,238,342,855,1305,820,743,541,
183,212,312,812,1349,748,669,497,
198,200,291,643,1175,702,546,466,
202,209,289,655,1190,712,542,483,
214,201,273,633,1122,678,561,488,
229,243,329,760,1113,738,606,570,
209,271,357,795,1223,782,644,561,
190,265,348,835,1300,811,623,571,
222,253,325,784,1227,724,676,540,
216,249,336,852,1227,742,665,521,
190,207,282,775,1251,734,667,495,
186,164,230,751,1196,648,689,499,
195,143,205,720,1127,578,707,497,
152,134,207,788,1114,626,644,526,
161,143,211,753,1142,707,645,570,
211,194,275,829,1110,731,511,530,
199,186,255,819,1077,602,438,495,
197,161,221,803,1113,558,428,475,
196,182,249,797,1202,638,438,565,
177,169,234,747,1102,644,412,564,
191,199,259,775,1173,622,486,521,
200,194,250,721,1132,702,507,512,
273,262,336,742,1062,800,544,585,
282,279,359,754,941,782,553,508,
342,348,455,905,960,874,561,514,
380,373,496,982,946,921,600,514,
348,346,451,952,934,828,570,426,
342,334,427,907,1152,863,566,427,
359,271,337,883,1141,773,572,497,
331,250,306,842,1243,655,565,459,
338,243,298,927,1305,641,533,448,
349,232,317,1024,1310,652,578,467,
360,216,317,1066,1154,646,670,473,
295,207,302,1028,1232,698,645,406,
287,192,293,997,1149,700,642,410,
276,159,250,901,1082,657,578,365,
245,142,213,817,1001,669,550,424,
237,161,232,831,1008,631,420,403,
226,166,245,753,864,598,469,385,
221,165,243,732,920,597,437,377,
195,179,254,731,1032,576,414,356,
171,173,239,680,1075,512,420,368,
156,155,207,652,1214,467,418,366,
145,140,179,632,1197,411,363,369,
131,142,178,707,1076,426,359,362,
138,158,221,772,990,444,365,371,
138,152,216,753,976,460,281,240,
117,147,214,676,767,435,225,209,
111,145,216,669,756,415,198,169,
106,137,208,645,747,353,177,153,
71,84,128,611,639,277,141,115,
40,46,78,568,521,215,62,62,
30,41,72,633,439,171,51,52,
31,38,63,724,379,138,42,44,
32,44,92,884,374,137,48,36,
30,38,89,844,287,88,42,29,
28,28,52,601,180,61,89,45,
28,27,49,486,149,55,89,44,
30,30,48,478,139,60,127,51,
33,32,44,469,133,86,155,58,
32,31,37,329,85,90,148,58,
32,33,37,321,77,91,145,57,
34,31,36,324,73,88,151,56,
33,29,36,291,66,83,122,50,
29,27,35,253,59,55,85,41,
28,25,33,198,50,39,61,26,
28,24,34,179,47,30,58,23,
23,26,34,146,42,28,38,25,
24,26,30,142,49,27,33,24,
24,27,33,138,48,26,32,26,
24,26,33,137,48,28,30,25,
25,24,32,125,47,26,29,23,
25,25,30,133,36,26,29,24,
24,25,33,135,32,25,28,25,
24,23,31,139,38,25,26,26,
24,21,30,148,39,22,25,27,
23,22,29,145,41,24,24,26,
24,22,31,140,43,39,24,25,
22,26,31,153,43,71,27,23,
23,25,31,163,44,74,28,24,
23,25,31,156,45,76,28,25,
21,25,26,147,41,70,28,25,
23,25,26,139,41,50,25,25,
19,24,27,119,31,35,25,25,
21,24,28,127,29,27,26,23,
21,25,28,129,30,27,26,25,
22,24,27,127,31,25,26,25,
23,27,27,123,31,24,25,26,
23,28,25,89,30,25,25,26,
21,27,25,62,29,26,27,26,
23,27,27,55,28,26,26,23,
23,27,26,48,26,24,26,22,
24,25,25,43,26,24,26,21,
23,22,26,30,25,21,25,21,
25,27,26,28,26,24,20,22,
24,27,26,27,24,23,24,22,
25,27,26,24,25,27,24,24,
23,28,26,24,24,26,24,24,
25,29,27,23,24,27,25,22,
25,25,27,23,26,25,25,23,
24,27,27,23,28,26,22,23,
22,27,30,23,25,26,21,20,
24,27,28,24,25,27,23,20,
23,25,28,23,25,27,22,21,
21,24,27,23,23,26,23,20,
23,22,25,23,21,25,22,20,
23,25,24,24,21,23,23,20,
23,23,25,25,24,23,22,22,
22,26,25,25,25,24,24,22,
22,26,25,24,27,24,24,26,
22,25,23,23,28,26,24,28,
23,28,25,22,27,24,23,26,
24,28,26,26,26,25,24,29,
26,28,26,32,25,24,25,27,
26,29,25,35,24,25,24,25,
25,29,26,34,39,25,26,24,
25,26,25,36,67,25,26,25,
25,28,26,83,329,58,29,22,
24,29,29,92,364,71,32,22,
25,27,30,93,378,71,32,24,
25,31,37,163,590,94,79,33,
145,32,41,176,723,144,88,138,
211,34,43,181,741,158,94,171,
215,34,42,184,771,161,95,178,
208,37,38,121,567,186,88,169,
175,37,40,129,490,200,112,140,
113,42,47,148,637,248,130,118,
110,49,62,192,733,268,182,163,
126,54,71,219,865,283,213,238,
138,105,157,761,1169,592,292,294,
192,163,236,865,1130,628,342,282,
197,188,263,872,1262,661,407,358,
212,206,284,978,1296,724,430,366,
348,234,317,1026,1183,776,452,401,
407,255,336,1093,1241,787,496,432,
391,225,295,1041,1329,844,472,432,
393,226,308,1067,1250,830,456,391,
442,193,271,896,1174,829,496,423,
415,152,208,854,1027,805,420,397,
422,178,230,862,1029,795,427,457,
363,229,324,904,1068,751,360,400,
362,250,365,970,1005,701,386,348,
360,250,367,861,942,726,378,361,
302,250,378,825,1135,779,376,349,
292,216,322,823,1228,774,400,352,
312,183,272,921,1258,754,356,371,
321,228,340,1001,1286,707,402,378,
321,270,382,1085,1239,674,440,337,
340,283,372,1155,1206,718,462,368,
312,272,352,1100,1125,679,446,379,
287,273,354,1013,1229,743,444,352,
282,240,292,1003,1245,696,411,349,
290,197,236,967,1274,687,364,326,
288,150,215,880,1276,667,383,343,
285,146,209,933,1240,679,336,331,
291,165,219,868,1249,612,347,326,
317,209,262,813,1268,656,350,313,
296,211,265,754,1227,696,359,346,
213,173,250,741,958,770,375,417,
240,133,193,730,893,701,417,399,
239,127,173,719,920,673,452,382,
322,159,192,792,862,635,515,395,
363,187,237,1042,948,681,458,429,
333,161,222,1006,947,672,401,430,
324,162,217,925,883,675,452,402,
321,168,230,972,947,727,508,358,
362,216,278,889,981,641,474,381,
335,216,288,856,888,667,474,393,
327,216,308,922,974,628,470,451,
338,224,309,885,1005,595,442,465,
310,161,237,816,1065,580,411,456,
332,190,232,797,1199,579,389,407,
302,190,214,696,1213,597,380,346,
304,187,203,641,1143,628,430,343,
306,172,180,656,1025,606,417,333,
292,167,195,693,988,603,413,308,
302,144,172,700,993,675,456,386,
305,156,192,677,956,640,461,405,
296,149,199,684,926,611,384,407,
262,155,208,700,1056,728,416,468,
243,162,205,731,995,778,462,493,
133,142,210,867,1236,761,475,410,
143,164,226,932,1247,733,489,405,
227,169,221,1031,1212,740,440,403,
229,165,218,934,1239,740,445,384,
225,142,196,882,1216,597,430,340,
236,149,216,880,1168,543,473,321,
201,161,256,678,1037,606,502,356,
213,166,259,640,1007,548,505,353,
204,163,248,610,997,590,489,308,
199,155,218,515,896,613,426,286,
177,129,155,390,858,499,267,188,
140,127,162,425,837,464,228,171,
104,122,158,455,724,440,146,134,
95,124,157,562,641,370,131,101,
80,115,155,565,572,274,122,91,
70,102,151,556,579,270,167,78,
59,83,115,500,562,246,165,68,
58,71,92,431,523,237,159,63,
48,39,52,341,205,142,82,40,
46,36,38,439,191,142,73,32,
43,38,42,564,200,140,70,30,
44,36,41,553,173,124,66,28,
41,35,40,538,163,108,49,24,
36,34,38,499,152,104,46,25,
32,29,28,183,70,78,35,24,
27,29,26,96,46,71,28,21,
25,26,25,74,31,77,25,22,
23,26,25,68,30,80,28,20,
22,27,25,40,27,66,25,21,
21,27,26,32,24,60,25,24,
21,29,27,30,24,34,24,23,
23,26,27,25,22,17,22,24,
22,25,28,23,23,16,20,25,
23,26,27,25,23,19,22,24,
23,25,28,23,22,23,21,23,
24,26,27,23,20,24,23,22,
25,28,28,21,22,24,23,22,
25,27,29,21,22,25,22,21,
22,27,29,22,22,24,21,21,
22,26,26,24,25,24,22,22,
22,27,27,24,25,26,22,21,
22,27,26,24,26,24,22,20,
21,27,24,26,25,25,22,22,
25,26,25,26,27,27,22,23,
25,25,26,25,25,27,23,23,
26,25,27,24,26,25,23,22,
23,25,26,23,25,25,22,20,
21,27,27,22,25,25,22,21,
23,25,24,23,24,25,21,19,
23,24,25,23,25,26,20,20,
25,25,24,23,25,25,20,21,
26,25,26,21,25,25,22,23,
25,25,27,22,24,23,23,23,
26,25,27,22,25,25,22,25,
25,25,27,21,24,26,24,24,
24,25,29,23,23,25,24,22,
24,24,26,24,23,25,20,22,
22,24,26,23,24,26,22,20,
24,25,25,25,25,26,22,22,
23,26,24,24,26,28,24,24,
23,27,25,23,27,28,25,25,
23,27,25,24,26,29,25,26,
23,23,26,25,25,28,26,26,
22,23,26,26,25,28,25,24,
25,22,27,28,23,27,25,28,
24,22,27,28,24,26,25,26,
23,22,27,28,26,26,26,28,
23,24,28,28,33,24,25,27,
25,25,25,26,42,23,25,28,
23,24,25,26,47,23,24,23,
22,26,25,25,48,24,24,22,
22,25,21,23,44,26,23,23,
21,24,22,24,36,26,25,24,
21,25,31,72,435,96,34,26,
24,26,31,84,530,108,73,29,
26,28,37,98,630,113,81,33,
29,31,41,126,671,121,86,46,
29,31,39,137,742,99,99,84,
33,38,45,167,692,137,103,88,
31,39,45,169,635,153,88,90,
31,40,44,177,584,158,85,89,
49,55,69,274,710,230,192,127,
53,60,80,310,764,238,199,140,
58,64,87,364,802,237,242,157,
62,69,95,393,831,262,296,188,
71,83,115,428,838,287,464,258,
85,103,143,520,895,381,448,262,
94,117,163,590,938,440,504,290,
102,130,179,616,1021,494,509,326,
112,140,195,729,1118,538,552,445,
115,141,199,761,1066,617,452,438,
112,142,203,777,1039,626,475,449,
107,134,192,825,1163,601,483,441,
106,131,196,825,1128,628,522,460,
129,138,197,808,1194,760,559,405,
134,137,192,835,1279,819,599,486,
127,122,183,847,1280,854,745,497,
172,173,244,815,1320,885,855,578,
175,185,269,780,1262,893,853,529,
178,187,265,804,1304,830,735,578,
185,217,311,842,1306,854,738,624,
159,201,299,938,1266,814,612,544,
137,189,291,994,1188,740,604,540,
142,192,298,1036,1250,674,607,535,
164,226,340,1096,1282,706,682,493,
157,212,321,1037,1213,729,611,430,
185,247,375,1008,1332,741,693,577,
222,304,462,1103,1371,868,823,613,
241,292,451,1153,1333,862,827,624,
226,236,353,1093,1131,751,639,568,
201,207,304,933,1127,735,643,515,
203,201,287,885,1018,807,645,538,
201,191,268,833,1092,807,639,390,
179,161,223,763,1041,773,672,410,
154,141,202,811,1106,735,696,395,
161,142,207,815,1006,743,694,425,
149,142,206,775,1053,771,682,424,
144,136,197,715,1066,793,665,432,
129,139,213,741,1075,757,548,470,
127,149,231,819,1121,732,565,481,
137,146,233,772,1166,658,612,428,
147,142,229,778,1117,691,614,386,
168,151,236,814,1233,785,610,373,
184,155,253,904,1250,745,631,404,
183,154,253,931,1280,728,554,410,
170,153,245,951,1226,719,489,431,
163,152,239,941,1231,716,479,500,
138,127,205,895,1148,653,473,500,
135,128,194,916,1183,664,496,534,
143,130,193,782,1119,637,513,563,
150,136,206,817,1300,683,488,501,
150,130,192,749,1259,694,503,503,
135,133,195,643,1115,662,464,469,
165,160,230,826,1256,716,512,398,
175,185,277,806,1153,713,492,407,
182,195,288,821,1258,688,505,411,
184,192,289,852,1283,685,492,403,
180,198,306,736,1196,686,507,383,
163,195,303,667,1123,714,483,413,
152,169,257,650,1097,680,537,415,
149,167,255,674,1102,733,552,384,
154,178,260,724,1225,845,585,377,
153,157,215,769,1221,891,628,400,
144,146,197,773,1281,872,623,378,
139,140,186,818,1265,871,637,351,
153,138,187,810,1251,831,591,372,
141,129,183,738,1197,817,576,424,
138,136,201,751,1167,755,510,402,
133,134,198,727,1083,760,494,396,
148,165,250,717,1026,760,489,429,
137,176,267,719,902,750,462,414,
136,172,259,698,846,707,470,370,
190,221,328,780,807,720,493,444,
190,219,323,850,834,711,436,416,
192,214,316,892,956,731,444,426,
211,226,326,894,925,783,453,427,
195,191,268,827,959,772,416,410,
193,192,266,834,1006,796,444,444,
192,188,257,759,1052,810,407,469,
201,185,256,753,1104,814,484,482,
183,171,253,786,1134,739,461,461,
168,184,292,992,1053,770,537,393,
163,179,280,1003,1168,720,547,440,
