-66,-9,-62,-15,0,8,-45,0
58,-16,74,-14,-8,7,31,-4
53,9,16,-2,8,35,95,-23
-11,11,36,11,2,-21,-31,2
-35,-21,-26,4,-5,-28,-42,-3
17,-4,-8,-2,-2,5,38,-30
-6,-12,-19,-7,-1,6,-5,-9
27,6,30,10,-5,-11,-9,9
-7,12,11,14,2,4,29,-13
-16,7,-83,-19,5,12,10,20
16,-14,56,4,-13,-24,-21,-18
2,13,72,8,3,-4,-38,5
-45,7,19,-19,3,18,21,15
24,-17,-110,-25,0,5,5,3
-9,-7,21,64,-14,-26,-36,-14
-26,-7,-58,-11,-6,-18,-12,4
22,15,95,3,4,8,12,13
-7,10,52,16,9,24,38,51
-24,-21,-44,-33,-8,-10,-32,-79
41,15,55,16,0,4,-44,64
47,-1,-17,22,2,13,87,17
-68,8,62,7,3,-10,-30,11
-2,9,-2,-30,-1,0,5,4
-8,-11,-51,-9,2,11,-5,5
24,-10,-30,-17,-10,-22,-10,-31
8,9,40,14,-3,1,24,-11
2,-12,-42,-8,1,-13,19,3
-45,-6,-17,-9,-3,18,2,-12
-8,14,35,17,3,-2,-10,35
-10,-9,-5,-7,-7,-17,-27,-53
23,-2,16,6,-1,12,20,31
-68,-12,-63,-13,-1,-15,0,-59
45,-13,-8,7,-2,2,-27,-2
27,28,83,6,-1,-1,13,6
-1,-19,-8,-3,0,-18,-32,53
-12,19,-20,-12,-1,4,27,4
44,-6,86,24,5,1,-26,1
-10,6,-108,-41,-2,-2,8,15
-1,-14,49,18,-7,-5,2,-32
25,-32,-59,-10,1,-3,1,-3
-23,19,-53,-15,-2,2,7,-26
40,-10,108,30,7,4,5,21
3,10,-11,-9,1,-8,-62,24
26,-3,45,14,2,17,25,60
34,-26,-6,-6,-4,-8,-3,-61
20,15,-16,-2,-1,8,19,43
-11,-3,-40,-8,-3,-15,-1,5
-17,1,40,7,-4,7,16,60
-9,26,2,-2,-1,-2,-11,3
-32,-2,-43,-8,-9,-4,1,-24
10,-15,-35,-12,-3,-1,-24,-25
-49,19,11,-6,1,-9,-7,2
-2,-17,-10,5,2,4,7,-3
-9,-17,-23,-2,-8,-10,-23,-27
2,10,-29,-5,3,8,22,44
-3,39,-5,8,1,-1,-2,-39
-5,-16,56,3,2,1,-1,17
-4,-44,-52,-10,-4,-8,-8,-27
-9,9,29,-13,-5,5,19,-31
73,-8,-45,-8,-6,-8,-13,-98
-18,-2,0,1,-5,-12,-25,0
31,-6,20,8,2,2,-9,18
59,-5,10,-3,-1,3,10,-10
-32,7,17,-2,-4,-7,-17,-36
12,15,-55,-10,-5,-5,7,13
14,6,17,5,3,4,2,-20
-16,-15,-29,-5,-1,0,-3,-11
-20,-12,43,10,0,-6,-1,46
72,72,1,3,3,6,-2,-55
69,15,-36,-19,-6,-3,6,34
-35,9,-23,-1,-2,-4,-13,-27
56,-8,8,1,3,5,4,57
-58,-19,49,12,-3,-2,6,30
-62,-68,-98,-17,-8,-12,-19,-50
5,41,28,-3,-1,-2,9,24
26,-4,-33,-24,-8,-3,-8,-55
12,-47,-27,-1,-2,-2,-2,-42
-27,0,0,5,-4,-6,-29,-22
17,-8,-5,3,1,-3,-1,8
19,7,28,7,2,1,11,-29
-50,17,-70,-19,-6,-1,-51,47
9,9,10,2,3,11,10,-29
-28,16,-5,-3,0,-3,-10,-19
-11,2,23,1,-5,-6,11,12
3,17,34,12,1,-3,4,-8
-63,-18,25,-1,1,5,17,98
1,-37,-25,12,6,6,-9,13
-42,-3,-22,-22,-6,-6,-15,-2
-12,-18,23,5,-1,-7,14,20
-8,6,1,-7,-6,-5,2,1
3,11,70,9,-1,3,12,2
-9,-16,-24,-2,1,1,-18,-3
4,-15,-5,-8,-4,-2,2,-5
-18,21,38,5,0,2,5,-15
-2,7,-6,0,-4,-1,-2,-9
-4,-12,26,7,-2,-1,-2,0
-12,9,-13,-14,2,0,1,-2
22,0,4,13,-7,-7,-3,-9
-4,-16,2,-9,22,6,9,7
-23,-1,0,3,0,2,5,11
8,-9,-20,-6,-7,-7,1,-1
9,1,19,4,-7,-5,-10,-8
-12,-32,-41,-8,-11,-7,-5,-5
8,17,0,-2,-2,0,-2,1
-3,-5,2,-4,-5,-3,2,9
-8,0,4,6,10,5,-6,-13
47,22,7,0,1,7,23,19
-7,-25,8,4,3,-5,-2,6
-5,3,14,1,-15,-8,0,5
-8,10,-6,-10,-13,-4,-2,6
-4,-2,-6,-2,26,4,0,-4
2,-5,2,-11,-9,0,2,-5
4,5,5,47,-21,-1,4,2
10,-1,-31,-49,67,11,9,-1
-3,0,10,13,-35,-6,-4,-3
-5,-7,-16,-42,1,-6,-8,-4
-5,-2,-11,30,57,17,6,1
5,8,7,42,-26,-11,-4,-5
-9,-5,2,-33,-6,-4,-4,-3
-7,-1,3,7,-29,-4,1,3
0,-1,28,13,-50,-13,-4,-5
5,1,-29,-9,5,3,2,-5
-9,-3,-1,3,53,5,-6,-3
3,-1,-10,0,1,0,-1,1
-6,-9,-8,-32,0,-2,-1,-6
3,1,-17,-14,-15,-4,1,-2
-9,-10,-31,-12,-23,-6,-5,-2
-6,3,45,27,10,-4,-3,-6
-2,1,-3,-18,-11,-3,-2,-4
0,-3,18,6,-28,-7,-2,1
-2,23,-46,-4,39,12,6,1
2,-7,4,-28,30,6,4,0
2,7,-46,-11,1,2,3,2
-8,-17,69,3,-27,-16,-9,-11
-2,-1,-48,18,-25,-2,-1,-2
-4,-6,27,-31,-5,-1,0,-1
-3,5,23,20,11,1,0,-1
7,1,-96,-54,3,5,4,5
-8,-2,122,62,-6,-10,-11,-7
-5,-2,-53,-8,-17,-5,-3,-2
-2,-12,-19,-20,-5,2,-4,-3
3,11,-20,42,16,8,8,1
-2,-7,23,-31,-15,-5,-2,-1
1,4,-39,5,0,4,2,2
-1,-2,42,-4,0,-2,-1,-2
4,-2,-7,0,7,-1,1,2
1,27,21,-3,0,0,-1,0
-4,-11,-1,30,0,-1,-1,-4
-7,-32,7,1,-11,-3,-2,-1
2,40,13,-13,17,4,0,-1
2,-16,-49,-44,-11,-4,-3,-2
2,39,54,78,14,2,3,2
3,7,30,6,-3,1,-1,0
0,-18,77,19,-13,-5,-2,-1
-6,-12,69,-18,-8,-2,-1,-4
4,5,-31,-6,4,2,1,2
-2,2,-5,6,1,-2,-2,-2
2,6,-30,15,7,2,1,1
-3,5,14,-14,-15,-8,-5,-2
5,-16,13,10,7,7,5,4
-11,-2,-10,-24,-2,-7,-7,-8
3,-6,13,-16,10,7,3,3
-10,-24,-60,3,-28,-14,-8,-7
-3,-4,2,4,-8,-4,-1,-3
4,5,-52,-69,2,-2,-1,0
-7,-4,31,-13,-21,-4,0,-4
5,-7,-12,41,59,17,6,7
-9,-2,-11,-18,-13,-7,-6,-5
2,5,-7,5,-3,-1,-2,0
-3,-2,-5,-39,-15,-9,-4,-4
4,12,15,26,-1,2,3,1
-7,-30,-63,-34,-11,-5,-5,-4
1,3,38,8,11,4,2,-1
-1,-2,7,16,1,-1,-1,0
-2,4,-42,-17,-19,-5,-1,-3
2,-1,34,-32,25,3,-5,-1
-1,8,-16,3,-11,1,0,-3
1,-6,-5,22,9,1,2,2
-6,-16,-64,83,-7,-4,-3,-2
-2,15,41,-7,-9,-8,-2,-2
4,-5,45,39,8,3,1,5
1,-2,-12,-44,-11,-3,-4,-5
2,7,76,8,-7,1,-1,0
16,-8,-37,-35,-7,0,2,0
-29,-13,-62,9,1,-9,-6,-8
-7,3,-24,25,10,6,3,1
1,1,54,-10,-10,-10,-7,-5
-4,-7,45,19,-4,-1,1,-2
7,5,-21,-14,7,1,2,0
4,-1,15,-8,-7,-2,0,-1
-3,-8,-70,-53,20,6,3,0
-7,18,26,43,4,-2,-6,-4
-5,12,21,19,-3,1,1,0
5,17,-28,-51,-38,-13,-8,-4
-5,-20,14,21,40,11,5,4
17,-6,90,-4,-11,-7,-5,-4
9,-22,12,-22,-8,1,2,-2
9,53,-4,58,8,1,-3,5
7,-53,9,-53,-20,-10,-6,0
-4,2,-65,-37,-10,1,2,0
-3,23,-27,-16,-2,-2,0,-2
-28,-5,43,66,53,11,8,1
3,32,-19,-56,-23,-2,4,7
42,-51,-24,56,9,-3,-9,-5
0,-6,-20,-38,-13,-5,-7,-3
7,62,54,-96,-34,-3,-2,3
33,117,1,98,26,9,5,-5
-85,-89,-28,-56,-12,-8,0,-1
4,86,56,-10,-7,8,2,6
18,-128,-124,-17,22,2,0,0
7,15,80,-99,-51,-15,-1,9
29,65,28,30,24,3,-4,-9
-41,-122,-53,-5,-15,-11,-15,-26
5,55,39,102,17,2,0,-5
-45,53,32,-81,-28,0,6,2
56,127,-49,56,42,14,17,38
23,-91,3,-45,-3,-12,-8,-6
40,58,12,-83,-73,-18,-16,-8
13,42,-79,44,13,-2,-6,-15
-18,24,53,-42,-55,-8,-1,-3
-73,91,-68,92,27,14,5,-2
61,52,116,100,6,-4,-1,-9
-51,4,-59,-82,-33,-4,2,-5
-15,-62,-10,-98,-35,-10,-6,13
15,-15,43,5,-8,-7,-8,-9
-42,25,79,-11,10,4,3,-4
42,-57,-32,127,48,6,-4,-13
61,114,32,38,-44,3,14,20
-23,-86,78,-115,-62,-6,3,7
-109,-69,-107,96,105,5,-16,-29
5,93,127,76,31,0,-2,0
28,-109,-4,-101,-14,-6,-7,-12
98,92,64,-61,-25,-4,6,23
-89,-22,24,80,81,32,25,21
-24,-4,-39,-125,-50,0,8,10
57,-73,-33,-5,-7,-16,-24,-9
-50,25,2,-66,-43,-2,5,-3
61,7,6,-5,-77,-4,1,-10
-29,-97,68,-85,-42,-7,-9,-17
39,127,81,-20,-80,-11,25,94
-32,-74,-72,4,127,26,-17,-92
13,80,-73,-39,-45,-10,-9,-43
121,-84,51,103,13,-20,-22,98
-128,-65,-110,-54,31,-13,-53,-106
-69,86,-27,70,-31,-9,4,80
-12,-43,92,-86,-43,-16,-1,35
0,127,-5,-66,-49,7,11,-16
-21,-56,-7,110,91,38,54,77
-30,-79,-18,-15,-5,-8,-14,-20
-94,5,89,-103,-72,-8,24,-28
71,-117,-26,57,73,28,50,-31
24,-16,14,-46,-81,-37,-93,-58
-65,103,45,-40,45,0,-17,85
42,65,-61,14,76,11,-39,-78
-83,26,13,-100,-29,10,49,103
-4,-27,13,61,36,11,19,-35
78,-12,0,-101,-23,-8,-6,18
26,-78,-94,50,13,25,12,41
-14,27,-38,-72,-57,-5,-3,-13
25,90,14,115,64,16,47,54
25,-102,23,94,-26,-10,-64,-93
-112,-76,-42,-53,-35,-28,-20,23
-4,38,-31,24,50,3,-22,-112
-78,29,-2,-62,-26,-9,-25,-43
77,127,86,-100,-100,11,114,127
-21,-92,-38,-53,72,29,8,-47
-34,-75,-30,64,-38,-39,-74,20
-22,5,77,-43,-31,-16,5,90
18,25,-32,28,21,3,-9,-128
37,-2,34,-53,-17,-9,-5,38
-31,-14,-28,-27,6,5,17,22
-20,17,-5,17,24,13,12,-8
6,-24,-33,72,34,-2,5,40
8,1,17,-17,-38,-14,0,42
-34,-17,21,18,5,-6,-20,-49
25,-9,-22,7,-1,1,12,-33
-5,-34,34,12,10,4,-4,13
4,11,108,-13,-31,-11,-8,-17
44,7,54,1,3,-3,2,-3
5,-15,23,-34,0,5,-6,-4
-14,-8,-1,1,5,0,16,-5
-3,59,1,10,-3,-5,7,24
22,-46,-34,6,10,11,7,106
8,-44,-55,-17,-8,-4,-5,-23
-13,2,-63,18,-3,-29,-46,19
36,17,-65,6,-7,19,38,82
-16,-1,-31,-15,-5,-5,1,-88
-11,2,-40,-12,-5,-6,-45,37
-13,1,-21,13,4,-6,-22,-28
29,-22,-25,-20,-10,-9,18,-21
-34,6,-23,-13,-5,25,74,-3
-13,3,-3,-5,5,10,-9,1
5,6,4,16,7,-18,-1,0
-8,-7,-13,-10,-12,-17,-40,1
-8,-2,-2,-1,-12,-20,-12,2
-17,4,-4,-6,5,16,46,46
14,7,6,-3,-4,2,5,10
0,-35,-8,-4,-14,-26,-40,4
-3,10,3,2,1,-4,-11,52
-14,-1,8,-6,1,17,48,46
60,38,-12,-5,-8,-32,-34,127
-58,-44,-4,0,3,28,-12,-82
-34,4,2,4,5,-34,-46,82
-1,68,8,-5,0,50,35,71
66,0,15,12,14,44,98,110
70,-62,-3,-3,-11,-49,-79,-50
-84,-54,3,5,12,10,-23,79
5,0,-4,-8,-11,6,91,-19
-81,6,-17,-7,-4,12,24,-49
25,81,17,5,4,-16,1,96
13,38,-4,-7,-1,44,66,61
-28,-70,-12,0,0,-54,-127,-105
44,-41,-8,0,-4,-11,-9,-112
-30,1,-2,-7,-12,-7,21,107
12,44,7,0,-2,-4,-5,95
19,43,10,11,12,5,-36,-51
8,-3,-3,-3,1,7,10,59
-7,-16,9,14,6,-15,-36,-70
84,-3,-7,-9,-7,32,35,67
-12,-18,-12,-10,-10,-16,-39,-29
-23,-20,-2,1,4,20,34,71
55,57,-2,4,14,34,18,-75
-14,-31,18,15,6,-39,-122,7
-24,-1,5,3,6,26,115,127
-41,-38,-40,-34,-28,-30,-59,-125
-51,-28,6,-1,-14,-33,-44,-10
-21,3,10,4,-3,-23,49,-5
-4,-20,-10,-10,-11,-25,-49,84
8,14,-7,-9,-11,-16,106,-18
-17,-19,-13,-6,1,21,93,11
-31,-31,-10,-7,0,-1,-54,-64
105,22,19,8,3,10,11,30
41,-28,-10,-7,-3,-9,75,127
106,48,21,16,6,27,-79,-86
68,-20,4,-2,-7,-31,66,7
10,43,8,13,4,-33,-109,-100
-97,-37,16,7,1,-12,-101,79
-83,23,-20,-16,-14,-21,2,127
18,-4,-23,-10,-2,-10,10,97
-105,42,-11,-11,-7,15,23,-41
-5,-17,15,10,6,-5,-19,-44
101,4,-5,-1,-2,15,5,127
-51,20,-2,-3,1,31,-8,9
6,-43,-15,-11,-1,8,2,-85
-50,37,21,19,11,-7,-68,0
-16,-16,-4,-7,-14,-24,77,127
91,63,10,7,5,-26,-52,-98
72,-79,-8,-13,-14,18,-6,87
-9,-11,-7,3,7,41,41,127
-9,-21,1,-2,1,-38,-15,-59
-59,30,-28,-14,-9,63,80,-45
-53,-35,14,1,-6,-24,92,127
23,55,5,-6,-1,-8,-8,-109
-38,39,24,10,4,11,34,-119
-10,-18,-7,3,2,8,-102,59
14,-5,-4,0,0,-6,18,19
59,-12,-22,3,5,-26,-66,18
66,26,3,-3,3,42,86,114
73,-5,19,0,-4,-28,-52,-44
-18,6,7,-2,2,20,30,-33
11,16,10,3,3,-18,-86,50
23,2,-6,-4,-3,2,-42,21
40,-25,-10,-6,-5,-14,65,28
-48,-11,-4,-2,5,33,-6,-67
-32,18,20,3,-5,-29,-27,19
-106,-15,-24,-4,1,23,49,93
10,-11,23,-1,2,16,-18,-70
-24,6,-23,-2,-1,-33,-47,-8
-7,-5,6,-1,1,25,38,-59
-25,-18,9,1,7,25,-11,29
8,20,28,4,-2,-20,19,-32
-16,-7,-12,-2,-5,-39,-31,-43
0,-10,16,2,9,68,61,5
-20,-28,-47,-11,-13,-27,-22,-36
-43,10,-52,-6,0,12,40,8
18,1,5,-1,-2,-28,17,-63
-10,-37,3,1,-6,-22,-21,61
17,4,18,-2,1,-7,-15,-18
-33,16,3,-6,-6,-7,11,-19
-15,4,18,0,-3,4,-7,48
-38,-10,-61,-10,-8,-18,-17,17
1,-25,15,1,2,3,-4,-34
-5,-22,-25,-1,0,-6,-31,4
36,12,10,6,0,-5,-22,43
11,11,31,0,-3,7,22,-25
-30,5,-3,-3,-2,-3,-17,-1
-3,-5,-20,-4,5,9,-5,-12
-16,3,91,9,-7,-5,-19,1
-6,-8,-81,-6,-6,1,29,-55
11,4,14,8,10,5,7,-6
-20,-18,-44,-9,-4,-7,-20,-7
21,14,-30,7,0,5,5,17
19,-2,-38,-24,-2,1,-7,-9
10,-2,-31,-6,4,-10,-13,1
-9,0,42,17,-1,-6,2,10
9,2,21,2,0,2,-7,7
10,4,28,28,-16,9,-4,-14
-6,-1,-39,-25,-24,-9,-4,-6
-13,-9,-15,30,40,10,5,-15
11,-18,-32,-6,6,0,0,11
-5,17,50,3,2,4,-5,-9
5,-3,-71,43,2,1,6,-3
0,-15,67,-10,-20,-5,-7,-2
6,-17,-24,-6,-15,-5,-7,8
3,0,-21,-42,40,7,5,4
6,5,62,4,-60,-12,-7,-6
-3,-1,15,47,24,2,-6,-8
2,11,-39,22,45,13,6,6
4,-2,42,-11,-21,-4,-1,-9
3,4,-20,43,20,3,-1,0
-11,-17,-25,-60,-40,-10,-3,-5
-2,7,53,10,-8,-1,-4,0
2,11,27,-47,-10,-2,-3,-3
5,2,-17,59,32,0,-3,3
4,8,-60,-30,4,2,2,4
0,5,37,46,13,-1,-3,-1
-1,3,-44,-31,-7,2,0,-5
-6,-3,123,-26,-24,-10,-8,-8
-8,-1,52,-3,-16,-5,-1,-3
7,-8,13,-9,-26,-5,-3,15
3,12,56,50,20,9,-1,0
-3,-18,-6,-66,-1,-4,0,2
-2,-7,29,-29,-18,-6,-5,-7
-1,14,-38,2,36,3,-1,6
5,-9,-9,27,-22,-5,-1,2
-2,14,-64,-60,25,4,-5,-9
-4,-6,-41,11,8,1,0,6
-3,-13,-20,32,-21,-10,-4,-5
2,-1,-25,-24,5,0,2,-3
-5,-14,-44,18,36,9,3,-3
9,14,-5,-80,-24,-8,-2,1
-9,-20,-33,76,-17,1,-7,-8
-6,-5,54,-48,-2,-8,-7,-12
-5,-6,13,75,-36,-2,2,4
