,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7,channel 8,channel 9,channel 10,channel 11,channel 12,channel 13,channel 14,channel 15,channel 16,channel 17,channel 18
0,375,345,616,470,373,969,429,601,0.76019287109375,0.57952880859375,0.19549560546875,-0.21905517578125,-0.5439453125,0.7490234375,0.2265625,-12.375,3.1875,-6.375
0,374,294,484,373,289,818,363,531,0.760498046875,0.57830810546875,0.1968994140625,-0.22003173828125,-0.5888671875,0.73486328125,0.2197265625,-8.0,-0.8125,-5.8125
0,439,296,468,343,273,683,368,507,0.75946044921875,0.57879638671875,0.19708251953125,-0.22198486328125,-0.5615234375,0.72216796875,0.203125,5.9375,-6.0625,-7.125
0,529,291,369,381,255,609,380,457,0.75762939453125,0.58062744140625,0.19622802734375,-0.22430419921875,-0.60595703125,0.7646484375,0.23779296875,18.0,-8.375,-3.5625
0,599,275,398,559,264,495,294,297,0.7567138671875,0.58172607421875,0.19488525390625,-0.22564697265625,-0.5126953125,0.80517578125,0.3115234375,14.1875,-4.4375,-4.25
0,619,266,385,603,280,402,292,263,0.757568359375,0.58160400390625,0.19512939453125,-0.222900390625,-0.47412109375,0.85791015625,0.24365234375,-8.125,10.25,4.875
0,602,268,387,617,274,391,291,223,0.7626953125,0.575927734375,0.19915771484375,-0.21649169921875,-0.4814453125,0.8505859375,0.23828125,-56.0,26.5,8.125
0,530,237,376,618,270,355,270,207,0.76922607421875,0.567138671875,0.20587158203125,-0.21026611328125,-0.5517578125,0.7060546875,0.20361328125,-77.8125,28.9375,6.125
0,388,150,276,570,258,205,193,144,0.7750244140625,0.5584716796875,0.21185302734375,-0.206298828125,-0.56396484375,0.66015625,0.29248046875,-66.3125,22.0,-0.1875
0,244,120,149,370,170,158,133,99,0.77825927734375,0.55303955078125,0.2158203125,-0.2044677734375,-0.5712890625,0.6865234375,0.2763671875,-40.6875,12.375,-3.5625
0,148,98,138,261,138,123,95,65,0.780029296875,0.54937744140625,0.21844482421875,-0.2047119140625,-0.6123046875,0.724609375,0.27099609375,-25.3125,2.25,-7.625
0,141,80,128,222,133,85,77,58,0.78192138671875,0.545654296875,0.22021484375,-0.20550537109375,-0.611328125,0.71533203125,0.2666015625,-24.875,-4.0,-7.4375
0,108,63,123,171,111,74,64,46,0.784423828125,0.541259765625,0.221435546875,-0.20623779296875,-0.59130859375,0.7041015625,0.28564453125,-28.5,-6.8125,-6.5
0,77,66,107,124,67,67,41,40,0.78668212890625,0.5372314453125,0.22259521484375,-0.20709228515625,-0.5703125,0.69091796875,0.2978515625,-25.5,-6.0,-7.5625
0,49,65,102,118,50,68,38,36,0.7890625,0.53277587890625,0.2242431640625,-0.20782470703125,-0.58984375,0.677734375,0.30322265625,-28.3125,-4.8125,-7.625
0,44,67,87,118,46,77,42,54,0.79132080078125,0.52838134765625,0.2257080078125,-0.20880126953125,-0.60693359375,0.67236328125,0.32958984375,-25.875,-5.375,-7.4375
0,63,88,155,231,73,165,70,119,0.7928466796875,0.5252685546875,0.22637939453125,-0.2100830078125,-0.59765625,0.63671875,0.36865234375,-14.3125,-6.0,-5.1875
0,261,252,502,354,136,501,348,509,0.79241943359375,0.5250244140625,0.22637939453125,-0.2122802734375,-0.60107421875,0.630859375,0.3798828125,7.125,-5.5625,-5.8125
0,428,367,707,520,238,677,465,657,0.7896728515625,0.52783203125,0.22528076171875,-0.21685791015625,-0.68310546875,0.5869140625,0.3193359375,30.875,-15.1875,-5.9375
0,517,522,850,707,360,866,571,841,0.7867431640625,0.531494140625,0.22210693359375,-0.22174072265625,-0.669921875,0.62109375,0.375,40.3125,-21.1875,-2.125
0,547,575,951,794,417,941,588,881,0.78533935546875,0.53546142578125,0.21429443359375,-0.22491455078125,-0.23974609375,0.74462890625,0.8271484375,62.0625,-10.0625,-4.6875
0,555,585,1000,812,430,967,595,932,0.780029296875,0.5419921875,0.2127685546875,-0.22894287109375,-0.3447265625,0.6689453125,0.033203125,39.0625,-10.4375,-21.5625
0,504,571,946,815,513,996,537,875,0.77313232421875,0.54815673828125,0.2139892578125,-0.23638916015625,-1.0244140625,0.7060546875,0.14794921875,48.9375,-17.625,-14.0
0,380,517,824,763,483,1010,473,851,0.76885986328125,0.55511474609375,0.20794677734375,-0.2396240234375,-0.42626953125,0.9443359375,0.20849609375,47.625,-22.125,-9.125
0,271,384,727,636,452,987,381,749,0.76788330078125,0.5562744140625,0.2069091796875,-0.2408447265625,-0.5537109375,0.79296875,0.22900390625,7.0,-7.9375,-5.4375
0,247,331,633,542,505,1019,469,792,0.76788330078125,0.55572509765625,0.2066650390625,-0.24237060546875,-0.58544921875,0.68115234375,0.32080078125,2.5,-5.6875,-3.375
0,259,348,644,530,529,1079,508,767,0.76715087890625,0.5565185546875,0.20635986328125,-0.24310302734375,-0.56787109375,0.7158203125,0.38720703125,12.75,2.4375,-2.1875
0,310,334,624,462,450,974,519,790,0.76544189453125,0.5576171875,0.20782470703125,-0.24481201171875,-0.6357421875,0.64404296875,0.27490234375,11.4375,2.9375,-6.1875
0,321,355,651,399,464,892,512,726,0.76373291015625,0.559814453125,0.2073974609375,-0.2452392578125,-0.6181640625,0.76318359375,0.265625,15.0,0.375,0.5
0,348,368,643,409,515,924,519,715,0.762939453125,0.56121826171875,0.20709228515625,-0.2449951171875,-0.6044921875,0.74365234375,0.24951171875,7.0625,0.75,3.6875
0,366,386,652,432,433,908,479,691,0.76275634765625,0.561279296875,0.20703125,-0.24554443359375,-0.5830078125,0.68212890625,0.35498046875,6.875,1.1875,0.25
0,346,394,672,394,399,865,437,663,0.7611083984375,0.5634765625,0.20648193359375,-0.245849609375,-0.55517578125,0.7353515625,0.2705078125,15.875,2.125,-0.375
0,296,384,690,429,397,958,388,541,0.76104736328125,0.56390380859375,0.20697021484375,-0.2447509765625,-0.6240234375,0.779296875,0.19970703125,-4.4375,2.375,4.5
0,308,387,685,458,385,996,395,615,0.76165771484375,0.5631103515625,0.20709228515625,-0.24456787109375,-0.59130859375,0.6943359375,0.27392578125,-5.25,-0.9375,2.875
0,303,431,754,413,295,899,408,611,0.76123046875,0.56341552734375,0.20703125,-0.24530029296875,-0.55029296875,0.62255859375,0.3037109375,7.75,0.3125,0.0
0,267,420,778,400,296,897,434,602,0.75970458984375,0.56573486328125,0.2064208984375,-0.24517822265625,-0.57177734375,0.7763671875,0.2294921875,12.9375,0.9375,1.25
0,304,444,761,428,302,932,498,710,0.759765625,0.56585693359375,0.20684814453125,-0.24444580078125,-0.58837890625,0.751953125,0.22412109375,-3.625,2.5,1.9375
0,303,458,733,461,334,805,527,761,0.7598876953125,0.5655517578125,0.2073974609375,-0.24420166015625,-0.578125,0.67529296875,0.25732421875,-2.25,2.125,2.0
0,296,439,717,456,328,738,526,701,0.7589111328125,0.5667724609375,0.2071533203125,-0.24444580078125,-0.5791015625,0.73779296875,0.23291015625,7.6875,-0.5625,-0.125
0,257,374,627,442,278,716,498,704,0.7579345703125,0.56793212890625,0.20697021484375,-0.2451171875,-0.595703125,0.748046875,0.23388671875,7.5,-1.625,-1.5625
0,256,366,624,423,264,763,437,709,0.75726318359375,0.56854248046875,0.20697021484375,-0.24566650390625,-0.591796875,0.7177734375,0.26123046875,5.75,-0.4375,-1.1875
0,208,303,566,397,250,691,368,607,0.75628662109375,0.56939697265625,0.20709228515625,-0.2467041015625,-0.58349609375,0.69140625,0.2822265625,10.3125,0.4375,-2.8125
0,232,395,631,490,230,764,373,623,0.75537109375,0.57037353515625,0.2073974609375,-0.24700927734375,-0.59619140625,0.7373046875,0.25146484375,6.9375,2.3125,-1.8125
0,231,410,680,524,245,829,424,754,0.75506591796875,0.57037353515625,0.20819091796875,-0.2471923828125,-0.6064453125,0.6982421875,0.228515625,-0.75,1.4375,-0.625
0,273,430,738,591,335,909,479,770,0.75506591796875,0.5704345703125,0.20831298828125,-0.24700927734375,-0.56787109375,0.73095703125,0.2587890625,0.1875,1.6875,0.0
0,265,467,794,649,391,969,572,770,0.7548828125,0.570556640625,0.20843505859375,-0.2471923828125,-0.58740234375,0.7412109375,0.2646484375,1.75,0.6875,-1.0625
0,283,520,871,721,445,996,596,796,0.75445556640625,0.57086181640625,0.2086181640625,-0.24761962890625,-0.5947265625,0.73095703125,0.23974609375,2.25,-0.625,-1.6875
0,277,432,846,651,446,1007,598,817,0.75457763671875,0.570556640625,0.20892333984375,-0.2476806640625,-0.5908203125,0.7587890625,0.234375,-3.4375,-0.6875,-2.0
0,306,421,829,629,443,964,600,759,0.75494384765625,0.56976318359375,0.2093505859375,-0.24810791015625,-0.60546875,0.7109375,0.25390625,-4.5625,-1.5,-1.625
0,278,424,835,621,460,983,585,764,0.75445556640625,0.5699462890625,0.20928955078125,-0.24920654296875,-0.59716796875,0.697265625,0.2705078125,5.3125,-2.5,-2.625
0,292,369,724,558,415,882,484,706,0.75408935546875,0.57025146484375,0.2093505859375,-0.24951171875,-0.5791015625,0.748046875,0.2578125,2.75,0.4375,-2.5
0,291,286,605,449,357,825,445,665,0.75384521484375,0.570556640625,0.20977783203125,-0.2491455078125,-0.58154296875,0.767578125,0.2353515625,-0.5625,3.0,-1.3125
0,319,271,518,401,322,757,374,538,0.754150390625,0.56976318359375,0.21112060546875,-0.24896240234375,-0.61669921875,0.6904296875,0.21044921875,-7.9375,2.3125,-0.8125
0,339,255,471,438,322,728,276,415,0.75250244140625,0.57232666015625,0.20855712890625,-0.2501220703125,-0.5927734375,0.8056640625,0.18896484375,12.375,-8.25,3.8125
0,349,195,324,427,212,527,163,226,0.75311279296875,0.57244873046875,0.20782470703125,-0.248779296875,-0.60693359375,0.7802734375,0.2080078125,-5.125,-1.75,8.75
0,337,180,319,453,189,351,146,196,0.75555419921875,0.57000732421875,0.20831298828125,-0.2464599609375,-0.568359375,0.7265625,0.27490234375,-21.0625,4.4375,8.8125
0,322,155,272,442,174,303,130,149,0.75799560546875,0.5670166015625,0.2105712890625,-0.243896484375,-0.56787109375,0.60888671875,0.31982421875,-21.3125,13.75,8.375
0,271,134,244,439,171,236,126,118,0.75872802734375,0.56585693359375,0.213134765625,-0.24200439453125,-0.5712890625,0.61083984375,0.302734375,-8.875,16.75,4.125
0,173,107,184,369,142,173,103,103,0.75830078125,0.56622314453125,0.215087890625,-0.24072265625,-0.59375,0.66552734375,0.25732421875,0.0625,13.125,2.375
0,114,97,159,278,89,142,91,71,0.75811767578125,0.56658935546875,0.21630859375,-0.23944091796875,-0.6015625,0.71435546875,0.2431640625,-1.4375,9.3125,3.5625
0,85,84,126,222,80,100,57,63,0.75897216796875,0.56591796875,0.2169189453125,-0.23779296875,-0.59033203125,0.74853515625,0.2294921875,-10.4375,4.75,5.625
0,78,72,122,226,74,91,52,52,0.76025390625,0.564697265625,0.21734619140625,-0.23626708984375,-0.58984375,0.736328125,0.23046875,-13.3125,2.0625,5.625
0,64,60,105,183,70,76,48,54,0.76123046875,0.56353759765625,0.21759033203125,-0.23553466796875,-0.59326171875,0.71142578125,0.2412109375,-10.4375,-0.5625,3.9375
0,53,62,111,158,60,83,47,52,0.76171875,0.56280517578125,0.2177734375,-0.2357177734375,-0.6064453125,0.69921875,0.24462890625,-5.125,-2.875,1.125
0,48,58,89,203,62,115,52,86,0.76177978515625,0.5625,0.21759033203125,-0.2364501953125,-0.6240234375,0.71826171875,0.23486328125,-1.6875,-5.5,-0.25
0,79,80,172,196,77,189,65,143,0.76239013671875,0.56134033203125,0.2171630859375,-0.23748779296875,-0.6171875,0.712890625,0.2734375,-4.625,-8.3125,-0.875
0,235,217,438,274,219,498,209,411,0.7628173828125,0.5601806640625,0.21649169921875,-0.2396240234375,-0.623046875,0.6787109375,0.32373046875,0.9375,-10.125,-3.6875
0,301,284,505,345,293,739,364,534,0.76263427734375,0.55963134765625,0.21533203125,-0.2423095703125,-0.58740234375,0.7001953125,0.3505859375,7.875,-11.125,-7.4375
0,371,393,628,442,367,819,431,626,0.76153564453125,0.5609130859375,0.2127685546875,-0.24517822265625,-0.42919921875,0.7001953125,0.30908203125,18.625,-12.875,-11.1875
0,392,429,697,509,381,948,521,798,0.75732421875,0.5643310546875,0.2117919921875,-0.2510986328125,-0.67236328125,0.69384765625,0.19873046875,34.25,-17.75,-18.5625
0,434,470,764,606,437,1182,552,926,0.75347900390625,0.56787109375,0.209716796875,-0.25653076171875,-0.65087890625,0.77783203125,0.2255859375,34.4375,-19.375,-17.125
0,397,464,734,644,409,1128,548,903,0.75146484375,0.56982421875,0.20843505859375,-0.2589111328125,-0.5712890625,0.78515625,0.1611328125,13.75,-11.75,-10.3125
0,375,438,704,661,391,1127,561,967,0.7515869140625,0.56915283203125,0.208251953125,-0.26019287109375,-0.5908203125,0.7470703125,0.2705078125,-1.3125,-5.5625,-6.625
0,356,359,626,642,432,1194,583,959,0.75152587890625,0.56854248046875,0.2086181640625,-0.2613525390625,-0.5869140625,0.67431640625,0.32080078125,2.625,-0.1875,-5.4375
0,406,370,628,650,472,1255,622,1007,0.7501220703125,0.56927490234375,0.20947265625,-0.2633056640625,-0.62646484375,0.6455078125,0.25341796875,10.0,-0.8125,-7.4375
0,391,364,567,598,494,1124,655,948,0.74859619140625,0.5709228515625,0.209228515625,-0.2642822265625,-0.61181640625,0.794921875,0.21533203125,10.375,-1.75,-6.0
0,380,337,490,551,517,1173,667,965,0.74822998046875,0.57098388671875,0.20977783203125,-0.2646484375,-0.5986328125,0.76025390625,0.22998046875,-0.9375,0.6875,-5.5625
0,381,403,626,606,513,1188,615,860,0.74798583984375,0.57061767578125,0.2105712890625,-0.2655029296875,-0.60693359375,0.72314453125,0.25390625,-0.6875,0.4375,-7.0
0,470,522,782,739,457,1145,718,1054,0.74749755859375,0.57012939453125,0.21124267578125,-0.26739501953125,-0.63232421875,0.66943359375,0.275390625,2.75,-3.0,-8.0625
